iter	Passed	Remaining
871	2597	381
872	2600	378
873	2603	375
874	2606	372
875	2608	369
876	2611	366
877	2613	363
878	2616	360
879	2619	357
880	2622	354
881	2625	351
882	2628	348
883	2631	345
884	2633	342
885	2636	339
886	2639	336
887	2642	333
888	2644	330
889	2647	327
890	2650	324
891	2652	321
892	2655	318
893	2658	315
894	2661	312
895	2663	309
896	2666	306
897	2669	303
898	2671	300
899	2674	297
900	2677	294
901	2680	291
902	2682	288
903	2685	285
904	2688	282
905	2691	279
906	2693	276
907	2696	273
908	2698	270
909	2701	267
910	2704	264
911	2707	261
912	2709	258
913	2712	255
914	2715	252
915	2718	249
916	2721	246
917	2724	243
918	2726	240
919	2729	237
920	2732	234
921	2735	231
922	2737	228
923	2740	225
924	2743	222
925	2745	219
926	2748	216
927	2751	213
928	2754	210
929	2757	207
930	2759	204
931	2762	201
932	2765	198
933	2767	195
934	2770	192
935	2773	189
936	2775	186
937	2778	183
938	2781	180
939	2784	177
940	2787	174
941	2790	171
942	2792	168
943	2795	165
944	2798	162
945	2801	159
946	2804	156
947	2807	153
948	2810	151
949	2812	148
950	2815	145
951	2818	142
952	2821	139
953	2823	136
954	2826	133
955	2829	130
956	2832	127
957	2834	124
958	2837	121
959	2840	118
960	2843	115
961	2846	112
962	2849	109
963	2852	106
964	2855	103
965	2858	100
966	2860	97
967	2863	94
968	2866	91
969	2868	88
970	2871	85
971	2873	82
972	2876	79
973	2879	76
974	2882	73
975	2885	70
976	2887	67
977	2890	65
978	2894	62
979	2896	59
980	2899	56
981	2902	53
982	2904	50
983	2907	47
984	2910	44
985	2913	41
986	2916	38
987	2918	35
988	2921	32
989	2924	29
990	2927	26
991	2930	23
992	2933	20
993	2936	17
994	2938	14
995	2941	11
996	2944	8
997	2947	5
998	2950	2
999	2953	0
