iter	MultiClass
513	0.2543954062
514	0.2539240922
515	0.2537480792
516	0.2531855921
517	0.2527785789
518	0.2525041781
519	0.2521228264
520	0.2512976123
521	0.2511807778
522	0.2508541877
523	0.2505418101
524	0.2502886021
525	0.2500114509
526	0.2496772255
527	0.2494864915
528	0.2490588967
529	0.2486954724
530	0.2482080661
531	0.2477741665
532	0.2473799303
533	0.2470568491
534	0.246872371
535	0.2466203844
536	0.2462344028
537	0.2458747981
538	0.2456424224
539	0.2452641457
540	0.2449957876
541	0.2447367619
542	0.2442574245
543	0.2438459372
544	0.2432992401
545	0.2428277527
546	0.2425595033
547	0.2419382924
548	0.2415775253
549	0.2412024296
550	0.2408914795
551	0.2405470449
552	0.2402854854
553	0.2399641359
554	0.2394407033
555	0.2392415244
556	0.2388762533
557	0.2385350398
558	0.2381758579
559	0.2377265194
560	0.2371363138
561	0.2369117988
562	0.2366211031
563	0.2363506592
564	0.2362554346
565	0.2356763345
566	0.2354998127
567	0.2350916816
568	0.2348938029
569	0.2345280934
570	0.2340361971
571	0.233818677
572	0.2336485351
573	0.2334827066
574	0.2331336196
575	0.2329009472
576	0.2327090515
577	0.2324586129
578	0.2321154967
579	0.2317915962
580	0.2316569195
581	0.2313240978
582	0.2310834401
583	0.2305925037
584	0.2302022898
585	0.2299509437
586	0.2296759525
587	0.2293472642
588	0.2290391837
589	0.2286634775
590	0.228417848
591	0.2282710489
592	0.2275613193
593	0.2273830608
594	0.2271297096
595	0.2268870518
596	0.2267151038
597	0.2259500307
598	0.2257173396
599	0.2255074739
600	0.2254158057
601	0.2249193163
602	0.2245477729
603	0.2243376392
604	0.223989203
605	0.2237755924
606	0.2235197229
607	0.2232470304
608	0.2227707059
609	0.222327339
610	0.2222324299
611	0.2219276173
612	0.2214933707
613	0.2211124212
614	0.2208129631
615	0.2204700913
616	0.2200538859
617	0.2198167939
618	0.2195161016
619	0.2192455021
620	0.2189758309
621	0.2185853352
622	0.2182359921
623	0.2178551949
624	0.2175339762
625	0.217314726
626	0.2169020645
627	0.2165608446
628	0.2163362838
629	0.2159621914
630	0.2154263953
631	0.2152115295
632	0.2148848085
633	0.2145891262
634	0.2144164336
635	0.2142226834
636	0.2140340256
637	0.2136240831
638	0.213416036
639	0.2130663712
640	0.2126060261
641	0.2125196622
642	0.2119328759
643	0.2116950757
644	0.2112860585
645	0.2108379621
646	0.2105893197
647	0.2103545654
648	0.2098713552
649	0.2095689748
650	0.2093499753
651	0.2087998476
652	0.2086022063
653	0.2080428443
654	0.2077513617
655	0.207427572
656	0.207023686
657	0.2068250557
658	0.206609972
659	0.2062441943
660	0.2059358701
661	0.2054304302
662	0.2051263553
663	0.2048692273
664	0.2046402332
665	0.2044435418
666	0.2042922196
667	0.2041440665
668	0.2037472803
669	0.2036763084
670	0.2032053968
671	0.2031106
672	0.2027796416
673	0.2023682936
674	0.2020050498
675	0.2016514758
676	0.2015129602
677	0.2013216368
678	0.2011352516
679	0.2007161182
680	0.2004019369
681	0.200280707
682	0.2000601643
683	0.1998160221
684	0.1995570035
685	0.1993318899
686	0.1989605562
687	0.198739171
688	0.1983606875
689	0.1981483661
690	0.1979368217
691	0.1977525769
692	0.1975582054
693	0.197034994
694	0.1968259162
695	0.1964463916
696	0.1962380727
697	0.1959916831
698	0.1956737734
699	0.1953621025
700	0.1951393182
701	0.1947857636
702	0.1946086082
703	0.1944579335
704	0.1942820639
705	0.1940617721
706	0.1937466754
707	0.1934573729
708	0.1932966139
709	0.1930810142
710	0.1929975681
711	0.1927976288
712	0.1925628235
713	0.1923051107
714	0.1921739175
715	0.1918993104
716	0.1915825589
717	0.1912840783
718	0.1909757277
719	0.1905906206
720	0.1902806778
721	0.1899912609
722	0.189559243
723	0.1892447581
724	0.1890312565
725	0.1887863371
726	0.1886137145
727	0.1884643628
728	0.1880466377
729	0.1878800064
730	0.1875378715
731	0.1872764206
732	0.1870815071
733	0.1866866998
734	0.186386563
735	0.1861946506
736	0.1858021249
737	0.1854911373
738	0.185354883
739	0.1851204199
740	0.1847554428
741	0.1845464513
742	0.1844764143
743	0.1840124106
744	0.1837316602
745	0.1835632784
746	0.1831251822
747	0.182899644
748	0.1828071066
749	0.1826514145
750	0.1823515795
751	0.1820890504
752	0.1818873554
753	0.1817216738
754	0.1814166432
755	0.1810659059
756	0.1810018123
757	0.1807791817
758	0.1806718534
759	0.1805156977
760	0.1802979421
761	0.1801736512
762	0.1799556346
763	0.1797419974
764	0.1794335753
765	0.1793029559
766	0.1787143368
767	0.1784788336
768	0.1784063942
769	0.1781955948
770	0.1779987903
771	0.1776386961
772	0.177548639
773	0.1773213433
774	0.176956335
775	0.176743278
776	0.1766153677
777	0.1763610705
778	0.1759730014
779	0.1756737424
780	0.1754247963
781	0.1751232495
782	0.1749993945
783	0.1748283424
784	0.1747100133
785	0.1742135545
786	0.173995488
787	0.1737656186
788	0.1736038979
789	0.1732252031
790	0.1731352881
791	0.1728394326
792	0.1725633352
793	0.1722155129
794	0.1719823492
795	0.1716568315
796	0.1714287375
797	0.1712588302
798	0.1709401069
799	0.1706402288
800	0.170565919
801	0.1703547354
802	0.1700349104
803	0.1697840022
804	0.1694292331
805	0.1692246561
806	0.1690185535
807	0.1687825571
808	0.1684799776
809	0.1682065772
810	0.1678025071
811	0.1675783374
812	0.1674570878
813	0.1671080615
814	0.1669854831
815	0.1667685726
816	0.1665644887
817	0.1663987888
818	0.1662255254
819	0.1660503335
820	0.1657798272
821	0.165437475
822	0.1652018735
823	0.1650332514
824	0.1647074042
825	0.1644385655
826	0.1642234363
827	0.1639123297
828	0.163699751
829	0.1633631108
830	0.1631307191
831	0.1628763623
832	0.162676861
833	0.162398014
834	0.1620526337
835	0.1618724559
836	0.1616046686
837	0.1612620784
838	0.1610332703
839	0.1608263549
840	0.1606747332
841	0.160571759
842	0.1602622622
843	0.1599860655
844	0.1597670736
845	0.1595166291
846	0.1592623155
847	0.1592208271
848	0.1590859738
849	0.1587834416
850	0.1585713131
851	0.1584066397
852	0.1582253792
853	0.1581018188
854	0.1578460162
855	0.1576655151
856	0.1575338744
857	0.1572407802
858	0.1568578184
859	0.1565803601
860	0.1563876036
861	0.1562272312
862	0.156105277
863	0.1558563533
864	0.155658532
865	0.1554356286
866	0.1552646459
867	0.1550642823
868	0.1549742326
869	0.154803221
870	0.1546554552
871	0.1544854668
872	0.154371719
873	0.1542054259
874	0.154014168
875	0.153719343
876	0.1535163969
877	0.1532122653
878	0.1528951017
879	0.1527038886
880	0.1525278903
881	0.1523536688
882	0.1521922635
883	0.1520229257
884	0.1517554662
885	0.1515911303
886	0.1514467914
887	0.1512205308
888	0.1510818876
889	0.1509879721
890	0.1508529632
891	0.1506467254
892	0.1503762495
893	0.1501081153
894	0.1498996915
895	0.1496835016
896	0.149526477
897	0.1491164749
898	0.14905128
899	0.1489582688
900	0.1488307269
901	0.1487290364
902	0.1486047815
903	0.1483275881
904	0.1480496896
905	0.1477179164
906	0.1476271962
907	0.1475435391
908	0.147443844
909	0.1472153991
910	0.147003096
911	0.1467855481
912	0.1466605848
913	0.1464940601
914	0.146354387
915	0.1462015627
916	0.1459042552
917	0.1457316588
918	0.1456360553
919	0.1454505976
920	0.145303513
921	0.1451734793
922	0.1448704311
923	0.1446541902
924	0.1445489997
925	0.1444111978
926	0.1443596029
927	0.1442789256
928	0.1440086667
929	0.1438461902
930	0.1435961849
931	0.1434434515
932	0.1432102864
933	0.1430574255
934	0.1428587346
935	0.1426145642
936	0.1423030633
937	0.1421180823
938	0.1419615501
939	0.1418871829
940	0.1416480649
941	0.1413241276
942	0.1411076971
943	0.1409980474
944	0.1407655208
945	0.1406922663
946	0.1405357238
947	0.1404721367
948	0.1404102506
949	0.140280174
950	0.1400055561
951	0.1398342392
952	0.1395989058
953	0.1393979694
954	0.1391199915
955	0.138849356
956	0.1385859087
957	0.1383588879
958	0.1381523157
959	0.1379548616
960	0.1378069978
961	0.1375812539
962	0.1374814999
963	0.137317612
964	0.1371720224
965	0.1367658902
966	0.1365665241
967	0.1364776236
968	0.1363057203
969	0.1360899362
970	0.1359226376
971	0.1357661126
972	0.1355826902
973	0.13538325
974	0.1352150562
975	0.1349572694
976	0.1348407283
977	0.1346987541
978	0.1344384007
979	0.1342796953
980	0.1340993659
981	0.1339708803
982	0.1338681424
983	0.1337711719
984	0.1336487368
985	0.1335243771
986	0.1333466268
987	0.1332053572
988	0.1329223801
989	0.1328130049
990	0.1326227523
991	0.1324574182
992	0.1323792146
993	0.1323028078
994	0.1322177998
995	0.132061652
996	0.1319285753
997	0.1317904426
998	0.1316205911
999	0.1314704904
